"","Date","Lead.Contract","CL0","CL1","CL2","CL3","CL0.value","CL1.value","CL2.value","CL3.value"
"1387",19990924,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",358,NA,NA,NA
"1388",19990927,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",363,NA,NA,NA
"1389",19990928,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",376,NA,NA,NA
"1390",19990930,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",372,NA,NA,NA
"1391",19991001,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",381,NA,NA,NA
"1392",19991004,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",386,NA,NA,NA
"1393",19991005,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",389,NA,NA,NA
"1394",19991006,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",382,NA,NA,NA
"1395",19991007,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",389,NA,NA,NA
"1396",19991008,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",387,NA,NA,NA
"1397",19991011,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",393,NA,NA,NA
"1398",19991012,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",391.2,NA,NA,NA
"1399",19991013,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",384,NA,NA,NA
"1400",19991014,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",378,NA,NA,NA
"1401",19991015,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",379,NA,NA,NA
"1402",19991018,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",374.5,NA,NA,NA
"1403",19991019,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",379.8,NA,NA,NA
"1404",19991020,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",387,NA,NA,NA
"1405",19991021,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",384.5,NA,NA,NA
"1406",19991022,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",391,NA,NA,NA
"1407",19991025,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",393,NA,NA,NA
"1408",19991026,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",391,NA,NA,NA
"1409",19991027,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",391,NA,NA,NA
"1410",19991028,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",391,NA,NA,NA
"1411",19991101,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",391,NA,NA,NA
"1412",19991102,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",389.5,NA,NA,NA
"1413",19991103,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",393,NA,NA,NA
"1414",19991104,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",394.75,NA,NA,NA
"1415",19991105,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",395,NA,NA,NA
"1416",19991108,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",397.9,NA,NA,NA
"1417",19991109,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",404.8,NA,NA,NA
"1418",19991110,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",414,NA,NA,NA
"1419",19991111,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",414.25,NA,NA,NA
"1420",19991112,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",415,NA,NA,NA
"1421",19991115,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",415,NA,NA,NA
"1422",19991116,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",405.5,NA,NA,NA
"1423",19991117,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",407,NA,NA,NA
"1424",19991118,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",397,NA,NA,NA
"1425",19991119,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",396,NA,NA,NA
"1426",19991122,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",405,NA,NA,NA
"1427",19991123,"PAZ99.b01","PAZ99.b01","PAH00.b01","PAM00.b01","PAU00.b01",405,NA,NA,NA
"1428",19991129,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",397,NA,NA,NA
"1429",19991130,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",396.25,NA,NA,NA
"1430",19991201,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",394.5,NA,NA,NA
"1431",19991202,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",398.5,NA,NA,NA
"1432",19991203,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",401.2,NA,NA,NA
"1433",19991206,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",407,NA,NA,NA
"1434",19991207,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",408.5,NA,NA,NA
"1435",19991208,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",408,NA,NA,NA
"1436",19991209,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",410,NA,NA,NA
"1437",19991210,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",413.5,NA,NA,NA
"1438",19991213,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",419.25,NA,NA,NA
"1439",19991214,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",428,NA,NA,NA
"1440",19991215,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",429.9,NA,NA,NA
"1441",19991216,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",438.5,NA,NA,NA
"1442",19991217,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",441,NA,NA,NA
"1443",19991220,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",441,NA,NA,NA
"1444",19991221,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",438,NA,NA,NA
"1445",19991222,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",443,NA,NA,NA
"1446",19991223,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",444,NA,NA,NA
"1447",19991227,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",449,NA,NA,NA
"1448",19991228,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",449,NA,NA,NA
"1449",19991229,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",452,NA,NA,NA
"1450",19991230,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",446,NA,NA,NA
"1451",20000104,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",442,NA,NA,NA
"1452",20000105,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",436,NA,NA,NA
"1453",20000106,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",437,NA,NA,NA
"1454",20000107,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",440.5,NA,NA,NA
"1455",20000110,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",456,NA,NA,NA
"1456",20000111,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",449,NA,NA,NA
"1457",20000112,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",449.5,NA,NA,NA
"1458",20000113,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",445,NA,NA,NA
"1459",20000114,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",441,NA,NA,NA
"1460",20000118,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",437.25,NA,NA,NA
"1461",20000119,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",443,NA,NA,NA
"1462",20000120,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",450,NA,NA,NA
"1463",20000124,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",465.5,NA,NA,NA
"1464",20000125,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",476,NA,NA,NA
"1465",20000126,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",470,NA,NA,NA
"1466",20000127,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",480,NA,NA,NA
"1467",20000128,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",484,NA,NA,NA
"1468",20000131,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",486,NA,NA,NA
"1469",20000201,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",493,NA,NA,NA
"1470",20000202,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",503,NA,NA,NA
"1471",20000203,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",512.5,NA,NA,NA
"1472",20000204,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",519,NA,NA,NA
"1473",20000207,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",538.5,NA,NA,NA
"1474",20000208,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",568.5,NA,NA,NA
"1475",20000209,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",585,NA,NA,NA
"1476",20000210,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",575,NA,NA,NA
"1477",20000211,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",593,NA,NA,NA
"1478",20000214,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",604,NA,NA,NA
"1479",20000215,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",646,NA,NA,NA
"1480",20000216,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",706,NA,NA,NA
"1481",20000217,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",706,NA,NA,NA
"1482",20000218,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",710,NA,NA,NA
"1483",20000222,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",808.95,NA,NA,NA
"1484",20000223,"PAH00.b01","PAH00.b01","PAM00.b01","PAU00.b01","PAZ00.b01",730,NA,NA,NA
"1485",20000224,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",704,NA,NA,NA
"1486",20000225,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",693,NA,NA,NA
"1487",20000228,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",715,NA,NA,NA
"1488",20000229,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",705,NA,NA,NA
"1489",20000301,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",690,NA,NA,NA
"1490",20000302,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",668,NA,NA,NA
"1491",20000303,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",655,NA,NA,NA
"1492",20000306,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",649,NA,NA,NA
"1493",20000307,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",649.9,NA,NA,NA
"1494",20000308,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",706,NA,NA,NA
"1495",20000309,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",680,NA,NA,NA
"1496",20000313,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",685,NA,NA,NA
"1497",20000314,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",690,NA,NA,NA
"1498",20000315,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",703,NA,NA,NA
"1499",20000316,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",710.5,NA,NA,NA
"1500",20000317,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",709,NA,NA,NA
"1501",20000320,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",710,NA,NA,NA
"1502",20000321,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",663,NA,NA,NA
"1503",20000322,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",661,NA,NA,NA
"1504",20000323,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",641,NA,NA,NA
"1505",20000324,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",620,NA,NA,NA
"1506",20000327,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",615,NA,NA,NA
"1507",20000328,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",618,NA,NA,NA
"1508",20000329,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",612,NA,NA,NA
"1509",20000330,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",596.25,NA,NA,NA
"1510",20000331,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",600,NA,NA,NA
"1511",20000403,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",588,NA,NA,NA
"1512",20000404,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",590,NA,NA,NA
"1513",20000405,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",597,NA,NA,NA
"1514",20000406,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",586,NA,NA,NA
"1515",20000407,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",575,NA,NA,NA
"1516",20000410,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",556,NA,NA,NA
"1517",20000411,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",565,NA,NA,NA
"1518",20000412,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",562,NA,NA,NA
"1519",20000413,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",559,NA,NA,NA
"1520",20000414,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",574.9,NA,NA,NA
"1521",20000417,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",578,NA,NA,NA
"1522",20000418,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",583,NA,NA,NA
"1523",20000419,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",575,NA,NA,NA
"1524",20000420,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",569,NA,NA,NA
"1525",20000424,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",565.25,NA,NA,NA
"1526",20000425,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",577,NA,NA,NA
"1527",20000426,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",573,NA,NA,NA
"1528",20000427,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",585,NA,NA,NA
"1529",20000428,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",615,NA,NA,NA
"1530",20000501,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",632,NA,NA,NA
"1531",20000502,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",594,NA,NA,NA
"1532",20000503,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",591,NA,NA,NA
"1533",20000504,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",589,NA,NA,NA
"1534",20000505,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",580,NA,NA,NA
"1535",20000508,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",584,NA,NA,NA
"1536",20000509,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",582,NA,NA,NA
"1537",20000510,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",584.5,NA,NA,NA
"1538",20000511,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",580,NA,NA,NA
"1539",20000512,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",574.5,NA,NA,NA
"1540",20000515,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",570,NA,NA,NA
"1541",20000516,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",575,NA,NA,NA
"1542",20000518,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",574.5,NA,NA,NA
"1543",20000519,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",578,NA,NA,NA
"1544",20000522,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",569,NA,NA,NA
"1545",20000523,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",575,NA,NA,NA
"1546",20000524,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",568,NA,NA,NA
"1547",20000525,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",566,NA,NA,NA
"1548",20000526,"PAM00.b01","PAM00.b01","PAU00.b01","PAZ00.b01","PAH01.b01",565.5,NA,NA,NA
"1549",20000530,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",572.5,NA,NA,NA
"1550",20000531,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",582,NA,NA,NA
"1551",20000601,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",582,NA,NA,NA
"1552",20000602,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",595,NA,NA,NA
"1553",20000605,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",605,NA,NA,NA
"1554",20000606,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",620,NA,NA,NA
"1555",20000607,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",640,NA,NA,NA
"1556",20000608,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",644,NA,NA,NA
"1557",20000609,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",646,NA,NA,NA
"1558",20000612,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",648.5,NA,NA,NA
"1559",20000613,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",666,NA,NA,NA
"1560",20000614,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",665,NA,NA,NA
"1561",20000615,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",675,NA,NA,NA
"1562",20000616,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",681,NA,NA,NA
"1563",20000619,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",692,NA,NA,NA
"1564",20000620,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",693,NA,NA,NA
"1565",20000621,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",680,NA,NA,NA
"1566",20000622,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",653,NA,NA,NA
"1567",20000623,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",658,NA,NA,NA
"1568",20000626,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",667,NA,NA,NA
"1569",20000627,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",655,NA,NA,NA
"1570",20000628,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",665,NA,NA,NA
"1571",20000629,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",659.6,NA,NA,NA
"1572",20000630,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",643,NA,NA,NA
"1573",20000705,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",627,NA,NA,NA
"1574",20000706,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",639.9,NA,NA,NA
"1575",20000707,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",660,NA,NA,NA
"1576",20000710,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",667,NA,NA,NA
"1577",20000711,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",675,NA,NA,NA
"1578",20000712,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",666,NA,NA,NA
"1579",20000713,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",665,NA,NA,NA
"1580",20000714,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",680,NA,NA,NA
"1581",20000717,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",705,NA,NA,NA
"1582",20000718,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",712,NA,NA,NA
"1583",20000719,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",709.5,NA,NA,NA
"1584",20000720,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",731,NA,NA,NA
"1585",20000721,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",769,NA,NA,NA
"1586",20000724,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",771,NA,NA,NA
"1587",20000725,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",762.95,NA,NA,NA
"1588",20000726,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",762,NA,NA,NA
"1589",20000727,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",763,NA,NA,NA
"1590",20000728,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",773,NA,NA,NA
"1591",20000731,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",814,NA,NA,NA
"1592",20000801,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",841,NA,NA,NA
"1593",20000802,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",855,NA,NA,NA
"1594",20000803,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",810,NA,NA,NA
"1595",20000804,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",770,NA,NA,NA
"1596",20000807,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",745,NA,NA,NA
"1597",20000808,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",771,NA,NA,NA
"1598",20000809,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",780,NA,NA,NA
"1599",20000810,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",788,NA,NA,NA
"1600",20000811,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",785,NA,NA,NA
"1601",20000814,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",731,NA,NA,NA
"1602",20000815,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",767,NA,NA,NA
"1603",20000816,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",750,NA,NA,NA
"1604",20000817,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",745,NA,NA,NA
"1605",20000818,"PAU00.b01","PAU00.b01","PAZ00.b01","PAH01.b01","PAM01.b01",745,NA,NA,NA
"1606",20000821,"PAZ00.b01","PAZ00.b01","PAH01.b01","PAM01.b01","PAU01.b01",742.9,NA,NA,NA
"1607",20000822,"PAZ00.b01","PAZ00.b01","PAH01.b01","PAM01.b01","PAU01.b01",739.5,NA,NA,NA
"1608",20000823,"PAZ00.b01","PAZ00.b01","PAH01.b01","PAM01.b01","PAU01.b01",735.5,NA,NA,NA
"1609",20000824,"PAZ00.b01","PAZ00.b01","PAH01.b01","PAM01.b01","PAU01.b01",720,NA,NA,NA
"1610",20000825,"PAZ00.b01","PAZ00.b01","PAH01.b01","PAM01.b01","PAU01.b01",724,NA,NA,NA
"1611",20000828,"PAZ00.b01","PAZ00.b01","PAH01.b01","PAM01.b01","PAU01.b01",714,NA,NA,NA
"1612",20000829,"PAZ00.b01","PAZ00.b01","PAH01.b01","PAM01.b01","PAU01.b01",725,NA,NA,NA
